crsCode,subArea,year,crsNum,subName,grade,prName,crsTime,room
MCP104-01,기초,1,MCP104-01,명상심리상담전공진로탐색,1,김종두,화4.0-4.5,K301
MCP204-01,기초,3,MCP204-01,명상과인지치료,3,안양규,목5.0-7.5,D403
MCP205-01,기초,3,MCP205-01,이상심리학,3,이영림,"화5.5-6.5,수5.5-6.5","K301,K301"
MIT202-01,기초,1,MIT202-01,정보경영학전공진로탐색,1,이영찬,월4.0-4.5,B306
NUR102-01,기초,1,NUR102-01,한방간호학,1,황가희,화4.0-4.5,A208
NUR102-02,기초,1,NUR102-02,한방간호학,1,황가희,화5.0-5.5,A208
NUR104-01,기초,1,NUR104-01,국제전문직론,1,박미경,화3.0-3.5,A309
NUR104-02,기초,1,NUR104-02,국제전문직론,1,박미경,화2.0-2.5,A309
NUR211-01,기초,2,NUR211-01,약물과간호,2,백영미,목6.0-7.5,M402
NUR211-02,기초,2,NUR211-02,약물과간호,2,백영미,목8.0-9.5,M404
NUR212-01,기초,2,NUR212-01,기본간호학2,2,백설향,월1.0-2.5,M402
NUR212-02,기초,2,NUR212-02,기본간호학2,2,백설향,월3.0-4.5,M404
NUR213-01,기초,1.5,NUR213-01,기본간호학실습2,1.5,신영진,수6.0-8.5,H109
NUR213-02,기초,1.5,NUR213-02,기본간호학실습2,1.5,류이슬,금1.0-3.5,H109
NUR213-03,기초,1.5,NUR213-03,기본간호학실습2,1.5,신영진,금4.0-6.5,H109
NUR213-04,기초,1.5,NUR213-04,기본간호학실습2,1.5,신영진,금7.0-9.5,H109
NUR214-01,기초,1.5,NUR214-01,성인간호학1,1.5,조수옥,목8.0-9.0,M402
NUR214-02,기초,1.5,NUR214-02,성인간호학1,1.5,조수옥,목6.5-7.5,M404
NUR215-01,기초,2,NUR215-01,인간관계와정신건강,2,김인홍,수3.0-4.5,M402
NUR215-02,기초,2,NUR215-02,인간관계와정신건강,2,김인홍,수1.0-2.5,M404
NUR216-01,기초,2,NUR216-01,성장발달과건강,2,어용숙,목3.0-4.5,M402
NUR216-02,기초,2,NUR216-02,성장발달과건강,2,어용숙,목1.0-2.5,M404
NUR217-01,기초,2,NUR217-01,다문화사회와건강,2,황가희,수1.0-2.5,M402
NUR217-02,기초,2,NUR217-02,다문화사회와건강,2,황가희,수3.0-4.5,M404
NUR218-01,기초,2,NUR218-01,인체구조와기능2,2,박슬기,월3.0-4.5,M402
NUR218-02,기초,2,NUR218-02,인체구조와기능2,2,박슬기,월1.0-2.5,M404
NUR219-01,기초,2,NUR219-01,감염과간호,2,백영미,목1.0-2.5,M402
NUR219-02,기초,2,NUR219-02,감염과간호,2,백영미,목3.0-4.5,M404
OPC102-01,기초,3,OPC102-01,한의학개론2,3,양인준,"화5.0-6.0,목3.0-4.0","M301,M301"
OPC105-01,기초,2,OPC105-01,한의학한문2,2,장희욱,목7.0-8.5,M301
OPC210-01,기초,2,OPC210-01,중국어강독4,2,임융지,수1.0-2.5,M401
OPC210-02,기초,2,OPC210-02,중국어강독4,2,김영인,월1.0-2.5,M401
OPC211-01,기초,2,OPC211-01,의고문2,2,김성원,목0.0-2.5,M401
OPC212-01,기초,2,OPC212-01,임상본초학1,2,박용기,화1.0-2.5,M401
OPC213-01,기초,1,OPC213-01,발생학2,1,박준하,금2.0-3.5,M401
OPC214-01,기초,1,OPC214-01,의학영어2,1,손광락,목3.0-4.5,M401
OPC215-01,기초,2,OPC215-01,동양철학사2,2,이고경,금4.0-5.5,M401
OPC216-01,기초,4,OPC216-01,해부학및실습2,4,박인식,"수3.0-4.5,목6.0-9.5,금6.0-9.5","M401,M405,M405"
OPC217-01,기초,2,OPC217-01,조직학및실습2,2,박준하,"화6.0-7.5,수6.0-7.5,수8.0-9.5","M401,M406,M406"
OPC218-01,기초,3,OPC218-01,생화학및실습2,3,김수아,"월6.0-7.5,월8.0-9.5,화3.0-4.5","M306,M306,M401"
OPC219-01,기초,2,OPC219-01,의학통계학및실습,2,이장원,"월4.0-5.0,화8.0-8.5","M401,M401"
PAI102-01,기초,2,PAI102-01,기초회화2,2,강민정,화2.0-4.5,J401
PAI104-01,기초,2,PAI104-01,웹툰의이해와창작2,2,신명환,목6.0-8.5,J401
PAI202-01,기초,2,PAI202-01,회화2,2,강민정,금2.0-4.5,J402
PAI204-01,기초,2,PAI204-01,입체조형2,2,백수현,목2.0-4.5,J402
PAI206-01,기초,2,PAI206-01,드로잉실기2,2,변동열,수6.0-8.5,J402
PRE102-01,기초,2,PRE102-01,유기화학,2,차승훈,금5.5-7.0,M103
PRE103-01,기초,2,PRE103-01,의학통계및실습,2,박지혁,"금1.5-3.5,금1.5-3.5","M101,H106"
PRE104-01,기초,1,PRE104-01,예비의사되기2,1,우주한,목5.5-8.0,H106
PRE210-01,기초,3,PRE210-01,분자세포생물학,3,구태원,,
PRE211-01,기초,3,PRE211-01,일반생리학,3,우주한,,
PRE212-01,기초,6,PRE212-01,맨눈해부학,6,박진서,,
PRE213-01,기초,3,PRE213-01,의학미생물학,3,김희수,,
PRE214-01,기초,1,PRE214-01,기본약리학,1,남경수,,
PRE215-01,기초,2,PRE215-01,기초신경과학,2,박진서,,
PRE216-01,기초,1,PRE216-01,의료직업체험,1,박승윤,,
PRE217-01,기초,1,PRE217-01,인문과학토의2,1,김상규,,
SAE279-01,기초,3,SAE279-01,화공안전,3,김민,"목2.5-3.5,금2.5-3.5","S101,S101"
SAE280-01,기초,3,SAE280-01,통합시스템안전,3,원종일,"화5.5-6.5,수2.5-3.5","K303,K303"
SAE283-01,기초,3,SAE283-01,과제중심문제해결,3,김영찬,목1.0-3.5,K303
SAE283-02,기초,3,SAE283-02,과제중심문제해결,3,김주원,수5.5-8.0,K303
SAE283-03,기초,3,SAE283-03,과제중심문제해결,3,강현숙,수7.0-9.5,A110
SCI201-01,기초,3,SCI201-01,스마트시티기초설계,3,김종식,월4.0-6.5,K301
SOA101-01,기초,2,SOA101-01,한국체육사,2,정우진,수7.0-8.5,A322
SOA104-01,기초,1,SOA104-01,유도,1,김석규,화5.0-6.5,G115
SOA108-01,기초,1,SOA108-01,체조,1,안나영,월2.0-3.5,G101
SOA109-01,기초,1,SOA109-01,태권도,1,서동일,수2.0-3.5,G115
SOA112-01,기초,1,SOA112-01,수영2,1,박혜정,목5.0-6.5,G111
SOA209-01,기초,2,SOA209-01,운동역학,2,김병훈,목5.0-6.5,G202
SOA210-01,기초,2,SOA210-01,기능해부학,2,김병훈,화5.0-6.5,A322
SOA211-01,기초,2,SOA211-01,트레이닝방법및실습,2,하성,월5.0-7.5,G202
SOA213-01,기초,2,SOA213-01,건강체력측정평가,2,서동일,월2.0-4.5,G203
SOA215-01,기초,1,SOA215-01,스포츠전공지도실기2,1,하성,수5.0-6.5,G101
SOA215-02,기초,1,SOA215-02,스포츠전공지도실기2,1,서동일,수5.0-6.5,G108
SOA215-03,기초,1,SOA215-03,스포츠전공지도실기2,1,김석규,수5.0-6.5,G115
SOA215-04,기초,1,SOA215-04,스포츠전공지도실기2,1,정우진,수5.0-6.5,G112
SOA216-01,기초,1,SOA216-01,스키,1,김석규,금0.0-1.5,G202
SOA217-01,기초,1,SOA217-01,뉴스포츠,1,김병훈,수7.0-8.5,G102
SOA218-01,기초,1,SOA218-01,배구,1,하성,금2.0-3.5,G101
SOA220-01,기초,2,SOA220-01,스포츠경영학,2,김석규,목2.0-3.5,G202
SOC102-01,기초,3,SOC102-01,자원봉사론,3,이창훈,목7.0-9.5,B101
SOC103-01,기초,3,SOC103-01,인간행동과사회환경,3,이은희,"월5.5-6.5,화2.5-3.5","B402,B402"
SOC103-02,기초,3,SOC103-02,인간행동과사회환경,3,이은희,"월7.5-8.5,화4.5-5.5","B301,B301"
SOC104-01,기초,1,SOC104-01,사회복지학전공진로탐색,1,설진화,목6.0-6.5,B301
SOC205-01,기초,3,SOC205-01,사회보장론,3,김소정,금2.5-5.0,B402
SOC206-01,기초,3,SOC206-01,지역사회복지론,3,김현수,"월4.0-5.0,목5.0-6.0","B409,B409"
SOC206-02,기초,3,SOC206-02,지역사회복지론,3,김현수,"월6.0-7.0,목7.0-8.0","B101,B409"
SOC207-01,기초,3,SOC207-01,사회복지실천기술론,3,설진화,"월2.5-3.5,수5.5-6.5","B301,B301"
SOC207-02,기초,3,SOC207-02,사회복지실천기술론,3,설진화,"월5.5-6.5,수2.5-3.5","B301,B301"
SOC210-01,기초,3,SOC210-01,사회복지자료분석론,3,이은주,목2.0-4.5,B205
SOM105-01,기초,2,SOM105-01,스포츠윤리학,2,김석규,수3.0-4.5,G203
SOM106-01,기초,2,SOM106-01,인체해부학,2,김병훈,화2.0-3.5,A322
SOM107-01,기초,1,SOM107-01,육상,1,하성,금5.0-6.5,G101
SOM108-01,기초,1,SOM108-01,수영2,1,박혜정,목2.0-3.5,G111
SSE202-01,기초,3,SSE202-01,공학프로그래밍,3,권구영,"월5.0-6.5,목5.0-6.5","D201,D201"
SSE221-01,기초,3,SSE221-01,위험물시설론,3,김주원,"화2.5-3.5,목1.0-2.0","S504,S101"
SSE276-01,기초,3,SSE276-01,재료역학,3,우흥식,"월7.0-8.0,화1.0-2.0","S101,S101"
SSE278-01,기초,1,SSE278-01,도학및CAD,1,조성제,목7.0-8.5,A205
THM205-01,기초,3,THM205-01,관광경제학,3,심재명,"월8.5-9.5,수7.0-8.0","B501,B501"
THM205-02,기초,3,THM205-02,관광경제학,3,심재명,"수8.5-9.5,목8.5-9.5","B501,B405"
THM206-01,기초,3,THM206-01,호텔관광재무회계,3,전용태,월2.5-5.0,B405
THM206-02,기초,3,THM206-02,호텔관광재무회계,3,전용태,월5.5-8.0,B501
THM207-01,기초,3,THM207-01,호텔관광영어,3,임선희,금1.0-3.5,B406
THM208-01,기초,3,THM208-01,관광인류학,3,김혜란,화2.5-5.0,B307
THM208-02,기초,3,THM208-02,관광인류학,3,한진석,월1.0-3.5,B406
THM209-01,기초,1,THM209-01,호텔관광경영전공진로탐색,1,이준엽,금4.0-4.5,B501
WCA103-01,기초,3,WCA103-01,케이컬처와한국어,3,장혜진,화4.0-6.5,A306
WCA104-01,기초,3,WCA104-01,웹소설창작기초,3,오태영,"월5.5-6.5,수5.5-6.5","A306,A306"
AAH303-01,전문,3,AAH303-01,한국조각사,3,송은석,화1.5-4.0,A319
AAH306-01,전문,3,AAH306-01,한국회화사,3,차윤정,월7.0-9.5,A322
AAH308-01,전문,3,AAH308-01,선사고고학2,3,강동석,월2.0-4.5,A110
AAH309-01,전문,3,AAH309-01,역사고고학2,3,강현숙,수2.0-4.5,A110
AAH310-01,전문,3,AAH310-01,원사고고학,3,이원태,금7.0-9.5,A319
AAH312-01,전문,3,AAH312-01,도시와건축의문화사,3,한정호,"목2.0-3.5,토7.0-7.5","A110,A319"
AAH319-01,전문,2,AAH319-01,큐레이터실무2,2,송은석,목5.0-6.5,A319
AAH324-01,전문,2,AAH324-01,고고미술사학취창업세미나,2,한정호,수5.0-6.5,A319
AAH404-01,전문,2,AAH404-01,역사고고학세미나,2,이동헌,목2.0-3.5,A304
AAH406-01,전문,3,AAH406-01,일본미술사,3,한정호,수7.0-9.5,A319
AAH408-01,전문,3,AAH408-01,스마트시티고고학특강,3,강현숙,월7.0-9.5,A110
ACT306-01,전문,3,ACT306-01,세법2,3,오종문,"월7.0-8.0,수1.0-2.0","B303,B303"
ACT308-01,전문,3,ACT308-01,주식시장과회계,3,오종문,"화2.5-3.5,목1.0-2.0","B303,B303"
ACT309-01,전문,2,ACT309-01,창업과회계세무,2,백정한,월3.5-5.0,B308
ACT406-01,전문,3,ACT406-01,재무회계사례연구,3,김현아,목2.5-5.0,B407
ACT407-01,전문,3,ACT407-01,의사결정회계,3,정재진,"월7.0-8.0,수5.5-6.5","B203,B203"
ACT408-01,전문,3,ACT408-01,세무회계사례연구,3,백정한,"월8.5-9.5,수2.5-3.5","B303,B201"
ACT409-01,전문,3,ACT409-01,비영리회계,3,백정한,목7.0-9.5,B303
ACT410-01,전문,2,ACT410-01,회계학전공취업세미나2,2,길종구,화5.0-6.5,B407
AMC305-01,전문,3,AMC305-01,기기분석및실험2,3,김상욱,"수6.0-7.5,수8.0-9.5","S202,S206"
AMC306-01,전문,3,AMC306-01,유기합성및실험1,3,이준희,"월6.0-7.5,월8.0-9.5","M303,S208"
AMC308-01,전문,3,AMC308-01,유기금속소재화학및실험,3,이강욱,금6.0-9.5,S202
AMC309-01,전문,4,AMC309-01,분광학및실험,4,조장훈,목5.0-9.5,M304
AMC406-01,전문,3,AMC406-01,유기신소재특론,3,이준희,"화1.5-2.5,수2.0-3.0","S202,S202"
AMC407-01,전문,3,AMC407-01,분리분석특론,3,박영조,금1.0-3.5,E301
AMC408-01,전문,3,AMC408-01,신소재화학특론,3,김종문,수7.0-10.5,M303
AMC409-01,전문,2,AMC409-01,신소재물리화학,2,김종문,수5.0-6.5,M303
AMC412-01,전문,2,AMC412-01,신소재화학취업세미나,2,이준희,목2.0-3.5,S202
AMC414-01,전문,3,AMC414-01,화학실험종합설계2,3,이준희,목5.0-10.5,S208
AMC414-02,전문,3,AMC414-02,화학실험종합설계2,3,김상욱,목5.0-10.5,S206
APO305-01,전문,3,APO305-01,교정학,3,김수민,목1.0-3.5,B310
APO306-01,전문,3,APO306-01,21세기정치와사회,3,황의서,"월2.5-3.5,화2.5-3.5","B202,B202"
APO307-01,전문,3,APO307-01,행정경찰사례연구,3,김현욱,금4.0-6.5,B310
APO402-01,전문,2,APO402-01,행정경찰공공학취업세미나2,2,이승현,목7.0-8.5,A309
APO405-01,전문,3,APO405-01,민간경비론,3,이창근,월5.5-8.0,B302
BCC306-01,전문,3,BCC306-01,아동과학지도,3,이지희,금2.0-4.5,D402
BCC307-01,전문,3,BCC307-01,청소년상담,3,이영림,"화2.0-3.0,수2.0-3.0","D409,D408"
BCC308-01,전문,3,BCC308-01,아동관찰및행동연구,3,이지희,"월6.0-8.5,목2.0-4.5","D406,D407"
BCC309-01,전문,3,BCC309-01,보육교사론,3,민희정,"수6.5-7.5,목6.5-7.5","D409,K301"
BCC310-01,전문,3,BCC310-01,불교아동보육종합설계,3,이소정,화4.0-6.5,D409
BCC405-01,전문,3,BCC405-01,명상과미술치료,3,김경애,화4.0-6.5,D407
BCC406-01,전문,3,BCC406-01,심리측정및평가,3,윤성원,"월7.0-8.0,목4.0-5.0","D409,D409"
BCC407-01,전문,3,BCC407-01,어린이집운영관리,3,이은영,수4.0-6.5,D406
BCC408-01,전문,3,BCC408-01,부모교육,3,김경애,수7.0-9.5,D406
BCC409-01,전문,2,BCC409-01,불교아동보육취업세미나,2,김종두,금8.0-9.5,D409
BDG302-01,전문,2,BDG302-01,시각디자인연구2,2,박순옥,월2.0-4.5,J303
BDG302-02,전문,2,BDG302-02,시각디자인연구2,2,박순옥,월6.0-8.5,J303
BDG304-01,전문,2,BDG304-01,UXUI디자인2,2,김민정,목2.0-4.5,J303
BDG304-02,전문,2,BDG304-02,UXUI디자인2,2,김민정,목6.0-8.5,J303
BDG306-01,전문,2,BDG306-01,브랜드디자인2,2,박영주,화2.0-4.5,J303
BDG306-02,전문,2,BDG306-02,브랜드디자인2,2,박영주,수2.0-4.5,J303
BDG402-01,전문,2,BDG402-01,시각디자인연구4,2,유우진,금2.0-4.5,J304
BDG402-02,전문,2,BDG402-02,시각디자인연구4,2,유우진,금6.0-8.5,J304
BDG404-01,전문,2,BDG404-01,패키지디자인프로젝트2,2,문석진,월2.0-4.5,J304
BDG404-02,전문,2,BDG404-02,패키지디자인프로젝트2,2,문석진,월6.0-8.5,J304
BDG406-01,전문,2,BDG406-01,인터랙션미디어디자인2,2,이현순,수2.0-4.5,J304
BDG406-02,전문,2,BDG406-02,인터랙션미디어디자인2,2,이현순,수6.0-8.5,J304
BPE308-01,전문,3,BPE308-01,바이러스학,3,김태우,"월2.5-3.5,화2.5-3.5","M303,M303"
BPE310-01,전문,3,BPE310-01,스마트제제공학2,3,이창규,"목1.0-2.0,금1.0-2.0","S102,S102"
BPE311-01,전문,1,BPE311-01,스마트제제공학실습,1,이창규,금2.5-4.0,S304
BPE315-01,전문,3,BPE315-01,분자생물학,3,심재경,수1.0-3.5,S102
BPE316-01,전문,2,BPE316-01,피부생리학,2,강석용,목6.0-7.5,S102
BPE317-01,전문,3,BPE317-01,분자면역학,3,김태우,"월1.0-2.0,화1.0-2.0","M303,M303"
BPE352-01,전문,2,BPE352-01,바이오제약공학취창업세미나,2,김태우,목4.0-5.5,M303
BPE410-01,전문,3,BPE410-01,바이오의약품제조품질관리및법규,3,이창규,화4.0-6.5,S102
BUD309-01,전문,3,BUD309-01,천태학,3,김종두,월7.0-9.5,D402
BUD311-01,전문,3,BUD311-01,불교인식론,3,김영진,"수5.5-6.5,목2.5-3.5","D402,D403"
BUD313-01,전문,3,BUD313-01,불교문화콘텐츠기획과실제,3,석길암,월2.0-4.5,D402
BUD314-01,전문,3,BUD314-01,불교와심신의학,3,김성철,"월5.0-6.0,화1.0-2.0","D402,D402"
BUD318-01,전문,3,BUD318-01,종교철학,3,우명주,수3.0-5.5,D401
BUD322-01,전문,3,BUD322-01,사찰문화와종무행정,3,이민경,금1.0-3.5,D401
BUD405-01,전문,3,BUD405-01,논서강독(기신론),3,김영진,"월5.0-6.0,화5.0-6.0","D407,D403"
BUD407-01,전문,3,BUD407-01,불교원전언어,3,김성철,"화5.0-6.0,수1.0-2.0","D401,D401"
BUD409-01,전문,3,BUD409-01,화엄학,3,석길암,"월6.5-7.5,화2.5-3.5","D401,D402"
BUD410-01,전문,3,BUD410-01,불교문화상품개발세미나,3,김소희,월2.0-4.5,D408
BUD413-01,전문,3,BUD413-01,세계불교문화유산기행,3,안양규,"수2.5-3.5,목2.5-3.5","D402,D401"
BUD414-01,전문,3,BUD414-01,현대종교,3,김혜범,목5.0-7.5,D401
BUD418-01,전문,3,BUD418-01,사원공간의이해,3,정준기,수5.5-8.0,D403
BUM302-01,전문,2,BUM302-01,불교회화표현실습2,2,정병국,월6.0-8.5,A103
BUM312-01,전문,2,BUM312-01,불교회화모사실습2,2,박명순,수6.0-8.5,A103
BUM314-01,전문,2,BUM314-01,불교장엄디자인2,2,박미주,화2.0-4.5,A103
BUM402-01,전문,2,BUM402-01,불교채색화2,2,정병국,월2.0-4.5,A104
BUM414-01,전문,2,BUM414-01,단청연구2,2,홍관식,금2.0-4.5,A104
BUM416-01,전문,2,BUM416-01,모사연구2,2,최무상,목2.0-4.5,A104
CCP304-01,전문,3,CCP304-01,웹툰콘텐츠디자인,3,신명환,목2.0-4.5,J307
CCP305-01,전문,3,CCP305-01,문화콘텐츠마케팅,3,허원현,금1.0-3.5,B401
CLL308-01,전문,3,CLL308-01,중국현대문학사,3,이민경,월5.0-7.5,A305
CLL309-01,전문,3,CLL309-01,중국문화콘텐츠,3,이은민,"화1.0-2.0,목5.5-6.5","A302,A304"
CLL310-01,전문,3,CLL310-01,중국명저와인문학,3,백승석,수2.0-4.5,A302
CLL311-01,전문,2,CLL311-01,중어중문학취업세미나,2,강종임,수8.0-9.5,A302
CLL403-01,전문,3,CLL403-01,중국어권문화,3,이은민,"월1.0-2.0,수7.0-8.0","A302,A323"
CLL405-01,전문,3,CLL405-01,비즈니스실용중국어,3,우강식,목7.0-9.5,A302
CLL407-01,전문,3,CLL407-01,중국사곡과가요,3,백승석,수5.5-8.0,A304
COM302-01,전문,3,COM302-01,데이타베이스,3,노은영,월2.0-4.5,S406
COM302-02,전문,3,COM302-02,데이타베이스,3,노은영,월6.0-8.5,S406
COM304-01,전문,3,COM304-01,운영체제,3,오승현,"월2.5-3.5,수5.5-6.5","S402,S402"
COM304-02,전문,3,COM304-02,운영체제,3,오승현,"월5.5-6.5,수2.5-3.5","S402,S402"
COM306-01,전문,3,COM306-01,인공지능,3,김진석,"화1.0-2.0,수2.5-3.5","S406,S501"
COM306-02,전문,3,COM306-02,인공지능,3,김진석,"화4.0-5.0,수5.5-6.5","S409,S409"
COM308-01,전문,3,COM308-01,네트워크프로그래밍,3,박기석,"월4.0-5.0,금1.0-2.0","S409,S406"
COM310-01,전문,3,COM310-01,소프트웨어공학,3,오승현,"화2.5-3.5,화5.5-6.5","S402,S402"
COM312-01,전문,2,COM312-01,정보기술융합창업,2,한창용,수8.0-9.5,S402
COM402-01,전문,3,COM402-01,영상처리,3,도재수,"화1.0-2.0,수2.5-3.5","S409,S409"
CPD302-01,전문,2,CPD302-01,문화상품디자인2,2,정영신,목2.0-4.5,J203
CPD304-01,전문,2,CPD304-01,공공디자인2,2,류완하,화2.0-4.5,J202
CPD308-01,전문,2,CPD308-01,제품디자인4,2,이창진,월6.0-8.5,J202
CPD402-01,전문,2,CPD402-01,문화상품프로젝트2,2,정영신,목6.0-8.5,J204
CPD406-01,전문,2,CPD406-01,공공디자인4,2,류완하,월6.0-8.5,J204
CPD408-01,전문,2,CPD408-01,문화상품마케팅기법2,2,홍재헌,금6.0-8.5,J204
ECE306-01,전문,3,ECE306-01,유아사회교육,3,조준오,화2.0-4.5,A112
ECE306-02,전문,3,ECE306-02,유아사회교육,3,조준오,수1.0-3.5,A109
ECE308-01,전문,3,ECE308-01,아동안전관리,3,우경애,수6.0-9.5,A112
ECE309-01,전문,3,ECE309-01,부모교육론,3,김은경,목1.0-3.5,M102
ECE405-01,전문,3,ECE405-01,정신건강,3,우경애,수1.0-4.5,A112
ECE406-01,전문,3,ECE406-01,특수아동이해,3,권소연,월4.0-6.5,A112
ECE407-01,전문,3,ECE407-01,유아교육기관운영관리,3,안현정,금1.0-4.5,A113
ECE407-02,전문,3,ECE407-02,유아교육기관운영관리,3,안현정,금6.0-9.5,A113
ECE408-01,전문,3,ECE408-01,보육실습,3,김혜순,"화1.0-3.5,목4.0-6.5","A113,A113"
ECE408-02,전문,3,ECE408-02,보육실습,3,김혜순,"화4.0-6.5,목1.0-3.5","A113,A113"
ECE409-01,전문,3,ECE409-01,보육교사인성론,3,김경희,수4.0-6.5,A109
ECE409-02,전문,3,ECE409-02,보육교사인성론,3,김경희,수7.0-9.5,A109
EES306-01,전문,3,EES306-01,신소재공학,3,정창열,"화2.5-3.5,목5.5-6.5","E204,E204"
EES307-01,전문,3,EES307-01,제어계측실험,3,김유석,수5.0-8.5,E202
EES309-01,전문,3,EES309-01,원자로시스템공학,3,박종운,"화5.5-6.5,목2.5-3.5","E204,E204"
EES311-01,전문,3,EES311-01,에너지유체역학,3,류준형,월5.5-8.0,E204
EES406-01,전문,3,EES406-01,방사선기기및계측,3,김유석,"화1.0-2.0,목2.5-3.5","E202,E202"
EES407-01,전문,3,EES407-01,재생에너지공학,3,류준형,목5.5-8.0,E102
EES408-01,전문,3,EES408-01,원자력기준및규정,3,성게용,금4.5-7.0,E204
EES410-01,전문,2,EES410-01,에너지전기공학창업,2,류준형,수5.5-7.0,E204
EES414-01,전문,3,EES414-01,발전전력공학,3,박세훈,"월2.5-3.5,수2.5-3.5","E202,E202"
ENG302-01,전문,3,ENG302-01,아동문학과스토리텔링,3,황태경,"화4.0-5.0,목4.0-5.0","A303,A303"
ENG306-01,전문,3,ENG306-01,현대영문법,3,이경미,"월1.5-2.5,금3.0-4.0","A303,A303"
ENG307-01,전문,3,ENG307-01,영미드라마의이해,3,김영훈,월2.0-4.5,A322
ENG308-01,전문,2,ENG308-01,영어작문연습,2,폴그로바,목5.5-7.0,A303
ENG309-01,전문,2,ENG309-01,영어영문학취업세미나,2,김영훈,수7.0-8.5,A303
ENG402-01,전문,3,ENG402-01,영미소설의이해,3,김영훈,목5.5-8.0,A322
ENG406-01,전문,3,ENG406-01,전산영어학,3,송민영,"월7.0-8.0,수7.0-8.0","A205,A205"
ENG407-01,전문,3,ENG407-01,영미시의이해,3,황태경,"목1.0-2.0,금1.0-2.0","A303,A303"
ENG408-01,전문,3,ENG408-01,영어와사회,3,송민영,"월8.5-9.5,수5.5-6.5","A323,A323"
ENG409-01,전문,3,ENG409-01,포스트모던문화이론,3,구본철,"화5.5-6.5,목2.5-3.5","A303,A303"
ERC343-01,전문,3,ERC343-01,유아교재연구및지도법,3,김정선,"목4.0-6.5,금7.0-9.5","A109,A109"
ERC343-02,전문,3,ERC343-02,유아교재연구및지도법,3,김정선,"목7.0-9.5,금4.0-6.5","A109,A109"
ERC345-01,전문,3,ERC345-01,가정교재연구및지도법,3,주수언,"월1.0-2.5,수1.0-1.5","S509,S509"
ERC348-01,전문,3,ERC348-01,수학논리및논술,3,김성아,금1.5-4.0,S201
FSM306-01,전문,3,FSM306-01,식음료원가관리론,3,심희진,금2.0-4.5,B201
FSM307-01,전문,3,FSM307-01,외식창업사례연구,3,김창일,월7.0-9.5,B307
FSM308-01,전문,3,FSM308-01,제과제빵실습,3,김보람,월2.0-5.5,R102
FSM308-02,전문,3,FSM308-02,제과제빵실습,3,김보람,월6.0-9.5,R102
FSM309-01,전문,3,FSM309-01,식문화론,3,유경아,수4.0-6.5,B406
FSM310-01,전문,3,FSM310-01,외식산업프로모션실무,3,전현모,화4.0-6.5,B406
FSM311-01,전문,2,FSM311-01,조리외식경영취업세미나,2,전현모,금5.0-6.5,B201
FSM405-01,전문,3,FSM405-01,레스토랑운영실무2,3,김영중,화2.0-5.5,R102
FSM406-01,전문,3,FSM406-01,외식산업과법,3,전병길,수2.5-5.0,B307
FSM407-01,전문,3,FSM407-01,음식평론과스토리텔링개발,3,유경아,수7.0-9.5,B406
FSM408-01,전문,3,FSM408-01,사찰음식의이해,3,김정희,금7.0-9.5,B201
GEC305-01,전문,3,GEC305-01,국제금융론,3,이승은,금7.0-9.5,B308
GEC306-01,전문,3,GEC306-01,노동경제론,3,예병환,수1.0-3.5,B308
GEC307-01,전문,3,GEC307-01,국제협상의이론과실제,3,김미정,"월5.5-6.5,화5.5-6.5","B304,B304"
GEC307-02,전문,3,GEC307-02,국제협상의이론과실제,3,김미정,월2.5-5.0,B304
GEC308-01,전문,3,GEC308-01,전자무역,3,딴툿우,"월4.0-5.0,화2.5-3.5","B203,B203"
GEC309-01,전문,3,GEC309-01,비교문화경영론,3,이상광,수4.0-6.5,B404
GEC309-02,전문,3,GEC309-02,비교문화경영론,3,이상광,수7.0-9.5,B404
GEC310-01,전문,3,GEC310-01,산업정책론,3,최미호,목7.0-9.5,B304
GEC311-01,전문,3,GEC311-01,재정학,3,최미호,목4.0-6.5,B304
GEC312-01,전문,3,GEC312-01,해외지역경제론,3,민윤지,목4.0-6.5,B308
GEC406-01,전문,3,GEC406-01,서비스무역세미나,3,정재승,금7.0-9.5,B304
GEC408-01,전문,3,GEC408-01,경제학세미나2,3,양희진,"화5.5-6.5,목4.0-5.0","B404,B404"
GEC409-01,전문,3,GEC409-01,국제금융시장론,3,양희진,수7.0-9.5,B304
GEC410-01,전문,3,GEC410-01,해상보험,3,정성훈,,
GEC412-01,전문,3,GEC412-01,지역통상마케팅,3,딴툿우,목1.0-3.5,B308
GEC413-01,전문,3,GEC413-01,개방경제세미나,3,민윤지,목7.0-9.5,B308
GEC416-01,전문,2,GEC416-01,수출입과창업,2,딴툿우,목5.0-6.5,B408
GEC417-01,전문,2,GEC417-01,글로벌창업세미나,2,고민환,금1.0-2.5,B404
GSB322-01,전문,3,GSB322-01,글로벌금융서비스,3,이건형,월7.0-9.5,B404
GSB330-01,전문,3,GSB330-01,국제관계시뮬레이션,3,고민환,"화1.0-2.0,목2.5-3.5","B408,B408"
GSB340-01,전문,3,GSB340-01,인적자원과국제무역,3,정재승,금4.0-6.5,B304
GTE303-01,전문,3,GTE303-01,전시마케팅실습,3,정성훈,수6.0-9.5,B408
GTE401-01,전문,3,GTE401-01,투르크비교문화경영,3,정성훈,목7.0-9.5,B404
HOM306-01,전문,3,HOM306-01,가족상담의이론과실제,3,박순천,목3.0-5.5,S509
